####### 2022/06/22 ~ 2025/05/30 #######
# 僅移除重複字串
# https://www.facebook.com/groups/1141798046611751/user/100001471821039/
香港Web3.0 m.qgqhbv.cc
ZBTCEX www.zbtcexaxd.com
TK-Store jeigvrhi.makeup
TaoYa淘亞 taoyatw.shop
Privacy Shield www.privacyshield.top
Alphat avinyatq.com
Payhawk & Forex Trad www.payhawkforextradem.com
T4Trade t4trades.tw
新竹物流HCT Logistics 3.xn--4-ik6bn7t3ufenm.top
新竹物流HCT Logistics 新竹物流4.top
TrustyBit EX trustybitex.com
7-ELEVEN 交貨便 myshipi-711csc-tw.cc
財團法人台北市博愛福利基金會 suanmiu.my
圓夢貸 www.richbank.com.tw
Bitfinex bit5698hnm.cyou
TikTok www.tkshopoi.com
当当 dangdangtwpmd.com
asos www.asos-ttk.com
taowenjuan www.taowenjuan-tw.com
兆昇投資 www.zhaocaix.top
shopback-online shopback-online.monster
SHOPEE全球購 xiapiquanqiushepintw.com
益福基金會 yffund.net
Sss-nihao 1-18.zfjsbj.sbs
BAIgou Mall www.lipairc.com
P2P www.p2p-appex.com
J.G.P jo.jgpcoin.my
EthereumBlockChain opitrust.com
Worldpay x Trading www.worldpayxtrading.com
WEB3OKB www.web3okb.com
同安自營商 www.ypfsla.com
上海期貨交易所 www.shfeau.vip
職員專區 hydrogenau.com
MEGFALY app.klhgzczxy.cc
Hscylle hscylle.top
Gramb Swep grambswep.com
TK-Store tiktok-shop-stores.top
BitCoit www.bitcotpro.com
VENTURE ventureqx.com
WEPNR www.wepnr.com
Zarnegar zoniwom.com
WEPBK www.wepbk.com
Fnxbon Necn+ www.fnxbonnecn.com
J.G.P e.jgp.it.com
TikTok www.eaicartkshop.com
BitcoinCash bit-coin-cashes.xin
華俐 www.zmxnvkf.com
Market-shop market-shops.xyz
永豐金證券 app.nrudsr.com
Micron m.micronse.com
GNXY www.gnxys.com
MIVX mivxvx.com
Gemini dowm.geminil.vip
Vesper www.vseperiqk.com
毅德 app.ydlioocd.com
Layer3 www.layer3nwq.com
Yei Finance www.yeifinancebas.com
TCKL www.tcklz.com
花夜 yemu1698.cc
MarketAxess www.marketaxxeess.com
T交易所 technologyap.com
SHEIN merchantside.shop
BitFinex d.bitfinexd.cyou
TRUST www.genappena.com
和元資本 www.tzlosig.com
達鈞plus www.twincnd.com
海南國際能源交易 www.hngjny451.vip
LAPQX www.lapqx.com
CEEX www.ceexvip.ru
Ethpix www.ethpix.com
金山德聚 www.tudnry.com
Telescope Ex www.telescopeex.com
Dreammallshop dreammall-shop.online
Gold Mine web.goldmines.vip
Lista listaxs.com
Balmy www.balmyyik.com
SCNX securonexmarketsen.com
雀巢 www.nestles.life
Bitmain bitmain.icu
群怡 www.iopklj.com
Wealth Box h5.wealthbox.cc
百川Plus www.terubf.com
AliExpress mm135o.qfc1.top
和瑋投資 www.gjhtru.com
PSTAKE www.pstake.tw
FlexOffers flexorftes.com
Gate.io gateiozqz.com
ArtaFinance qclnforex.com
掌櫃3.0 www.bgnwg.com
義理德 www.yilideleas.com
CASINODEMONTREAL www.casinodemontrl.com
福瑞 www.yuiraj.com
諧永投資 www.fdsilj.com
聯歐弘漢 www.lohh5g.sbs
Payhawk www.payhawkforextradam.com
永續服務 www.dt566.net/fa88
Sephora www.sephorach.com
幣安（Binance、Bianxe） hk1688.ft989.net
樂天pro app.fjerys.com
MEIG www.mei-g.top
HEX minhex.com
MetaSafe chibak.metasafefour.online
CITI www.citibh.com
CoinMax coihern.com
CRYPTO GARAGE www.cryptoogarage.com
Gold twxauxjp.com
BigONE www.bigoneuye.com
順鑫國際 www.twutds.com
Morgan EX www.morganeexx.com
網速測試平台 fastvq.com
M-shop www.i96785.shop
聯捷智選股 www.lianjiefund.com
AUCTION e.auctionshop.site
News www.newsmarkett.cc
高晟 exgoldv.com
Nexperts trading.nexperts.pro
OANDA lives-rate-tw.vip
Bicoin www.lbank-x.com
OEXN m.oexno.com
Luminous luminousweb.org
DeepGTP get-deepgtp.top
CMC Markets www.fm-marstb.com
Pepperstone（激石） www.peapptopex.com
ZZB INVEST zzbinvest.com
中國金融期貨交易所 www.ccffex.vip
POYA www.poyabuyftes.com
DEFI crypto-scwallets.com
兆興財富 www.qofbdn.com
Quantcast app.quantcast.pro
Rcity m.445566.xin
BooKing booking-user.com
RIVER pc.riverglobalfx.com
Adscloud（廣告雲） www.adscloud-pro.xin
DeFi Master defimaste.co
168168 168168.ft989.net
隆利 www.douqibh.com
BIT bit-main.info
SHOP www.source-lvx.top
Shop Stereo egmh28ft.wphie.com
Shop購物網 ascend6.twmoxy.cc
臺灣期貨交易所 a.tp5512.net
Solana www.solanatwttr.com
優券聯盟 www.youqlm.tw
寶富金業 etb038.com
Zyphor www.zyphor.top
EXT www.eastinvincibletw.com
Bitget app.bvfopxht.top
Sushi alcx-sushi.top
Facebook Shop fbshop.fbfb.xyz
中華電信 www.chtom.net
天籟 www.sopjd.com
Fast Remittance www.reoaqnyz.com
GlobalE www.harrodxg.cfd
Tesla futurfftln.com
AirCash airtrade.bond
Teysu www.158teysu.com
全方位自媒體 www.all-roundvip.com
Thinkmarkets www.thinkmarketda.online
Bitnoe www.bitnoe.com
呈昇 www.twdutn.com
FCAE fcaeagent.com
GRGC xgrxp.top
AVA www.avaexapp.com
TS PRO cbcpk.dpixwpxn.com/eeplcox0
TWICpro ictwex.top
AI股價診斷 www.heruntop.com
得物 dewuco.com
Undefined m.bitgin.art
Karinna h5.yspoiqzeco.cc
UPS ups.jimore.store
Fire Trading www.wisdom-fire.xin
CDK cdktradingplatformc.com
ALYSK www.alysks.com
量化科技 www.fhtyur.com
順發 www.sunfar3c.com
新濠天地 m.xh3777.com
BIEsoud h5.biiesuidc.cc
達利投資 www.daljob.com
Fmali h5.fmailvip.com
達夢聯盟 damenglianmeng.mli8.cn
WEEX weexglobal.vip
LowGas DEX www.lowgasdexe.com
Wexford Global www.d2xace.com
WGN wgn-tradex.com
銀河娛樂城（銀河國際） ylc6.cyou
德威Max www.fiqykw.com
Wholesalecentral www.wholesalescentralee.com
W交易所 wisdommf.com
Xenocryptexchange xenocryptexchange.com
澳門威尼斯人 www.yl202518.com
FSP c51f0a.qdbkqsph.com/drmj65dh
諧永數位帳戶 app.fdsilj.com
FTK ftkud.com
CJONSTYLE cjone-style-stores.com
ClaytonMarkets www.claytonmcrms.com
FUTURETOKEN www.futuretoken-tradingx.top
YPLW www.yplwtop.com
FX fxpro11.com
鑫鴻國際 www.fopyt.com
ZBYLE www.zbyle.com
GMO www.gmovc.com
Okendo 676500.okedg6va.cyou
澳门美高梅国际 h5.wwkzu.com
SHOPGOF shopgof.com
IWC ooo68888.iwconlines.com
遠傳電收 fetcbtygc.shop
錢包-小額 借款借錢 shoptiktoke.sbs
Arkade www.arkade.top
7-ELEVEN 交貨便 zpt1.mytwshoip.icu
TCXI www.tcxil.com
創意繪畫比賽 www.mldhsywm8.tw
BitCeaIg www.bitmaxcoinpro.com
ZBTCEX www.zbtcexlab.com
TKO www.tkosvt.com
TKO www.tkoapto.com
TKO www.tkomrnitn.com
Conetwork v9.stromsprotocols.com
TikTok tk.yunwsb.icu
同安自營商 www.xopsioe.com
BitCealg www.bitmaxairpro.com
TK-Store www.lossmall.cc
恆泰 www.vhdftf.com
阿里巴巴 taobaogouwu118.vip
Alphat avinyatx.com
Gold www.twxauxjpvx.com
AliExpress www.aliexpwholesale.com
Yei Finance www.yeifinancebfd.com
臺聯國際 www.twptud.com
POYA www.poyabuyfirm.com
上海期貨交易所 www.shfe277.vip
夜幕 yemu1699.cc
Bitget web.bsurjhdv.top
FX-TMO fxmgog.com
Surfshark Dex surfsharkdexovk.com
Layer3 www.layer3el.com
寶利國際 app.fghrus.com
職員專區 hydrogenan.com
小紅書 thinkran.com
Fnxbon Necn+ www.indlko.com/49fxe1
KFC it.kfcoin.it.com
KuCoin www.kucoimutc.com
匯e智能贏家 www.hjvbuf.icu
CapitaLand hotelascopro.com
BingX www.foueh.com
佑天基金會 www.bnffound.com
CME coinme9099.cc
Hscylle www.hscylle.top
BitCoit www.bitcompro.com
Coinmoomoo coinmoomoo.trade
Vesper www.vseperixe.com
DC SHOP xeggexvp.com
W交易所 wisdomstf.com
Shop購物網 m.suoas.top
大遠百 www.fedsvippartner.com
StormGain stormwasl.com
Gemini www.geminihgc.com
Tachyon Ex www.tachyonexe.com
泓順 app.keystu.com
家居 tw76.yesssr.com
TKO www.tkofiv.com
順發 www.sunfar3cmall.com
eBay zh.ebay-tw.com
Faxbon Necn+ www.fnxbonncenn.com
TS PRO hmfjt.buzfkvth.com/eeplcox0
P2P www.ptpcovips.com
Wholesale loveshop.tw
GldsTcdoe www.gldxtcdoan.com
天玉投資 www.ftutyfnyt.com
Amazon v.hyllf588888.vip
善信投資 www.gklsoe.com
UUEX www.uuexibs.vip
Basex www.basex.life
HDXC www.hdxcex.com
HKEX www.coinoloading.com
Aokoio www.aokoioy.com
諧永投資 www.fdjkgy.com
IFCTRX ifctrx.com
XSIB app.xsib.top
IG www.atyig.com
Argos www.argos-stk.xyz
旺鴻 www.gfhfc.com
FBX www.lfxnjsh.com
國賓 www.hutkdr.com
華譽娛樂城 www.huayu5391.top
JTO Platform ooo1.danimabiddns.com
萬圳光 www.aivbof.com
Kamino www.kaminohqa.com
豪便宜 hu-cheap-store.com
KAVA btc.kavadifie.com
Bitpanda www.mksqytreaypeiym.top
KnTop kntopyt.com
DeepGTP www-deepgtp.top
Bitun bitunp.com
Bitwasabi www.bitwasabispo.com
LEAVX www.laevx.com
中華電信 www.chtkl.net
LSEG lsvipeg.cc
宏和 www.pyurst.com
LTB www.ltbltrep.vip
ETH/USD www.maskfwt.com
MakeCoin www.minscoins.com
BPL www.bplmaintenance.xyz
海南國際能源交易 hngjny221.vip
ACX trade.vipace.cc
MBS www.bsjmbs.top
Merrillotc www.atixsce.com
BIRK ksguofeng.com
新加坡聖淘沙 www.sentosa158.vip
瘋狂買 crazybuy-shops.com
Fpmarkets www.ftopmktex.com
BVI Finance www.bvifinanceinv.com
慾夜俱樂部 yuyeclub.cc
NeoTrade www.neotrade.store
職人媒合站 www.jobseeking.xyz
Nexus Mutual nexmutuald.com
NYM appnymex.top
DAISO mk-backstage20.com
Volusion disproportionsocket.com
Web3.0 wmek.top
OSL cslooa.com
WEPNR www.wepmb.com
AaelExChange www.aaelexchs.com
BYDFI EX www.bydfiex.com
XREX xrexgo.com
Yahoo奇摩股市 www.kakenhmi.com
YPLW www.yplw-ltd.com
Poloniex pppoloniexx.top
Aurigami www.aurigamigc.com
山和證券 trade.bapartners.group
RaceOption www.raceoption.net
中銀國際 zygj6898.com
Rakuten樂天商城 www.viprakutenkve.com
Rolex ls.roleyetf.cyou
兆興財富 app.khfkrt.com
SHEIN zh.sheinapp.org
低碳轉向 chipcirca.com
Shopify e8b8tlao.myhtau.com
花旗 dfhq.cc
CAVE cavemall.one
FBS www.tw-fbs.top
春秋 www.pwqoeut.com
CC-Ginseng cbsrs011.cc
約愛俱樂部 yueai66.cc
SVX strivexexchangemn.com
Fire Trading www.swbuff-fire.top
Sy多元兼職 hope1.liberty056.one
CGHZV www.cghjy.com
Target Mall bglqi.sbs
野崎 www.zhishhumm.top
TCKV www.tckvi.com
TedalsMall www.ukshop-s.com
Christian tokenx.wecdkm.com
Thinkmarkets www.qqtyuu.com
順鑫國際 www.ptudsn.com
CIC股掌櫃 app.keruer.com
CoinCorner coinmapa.cc
鼎碩 app.duyres.com
TM SHOP temucbec.shop
碩天 f65a80.mtrckvql.com/wl85n7w3
網速測試平台 fastvh.com
臺灣KBS交易所 btczp.app
T-Pro t-proyte.com
Alibaba Group www.tmao3465.vip
鋐林 www.ntrhr.com
環球國際娛樂 www.lottery6677.com
ALYOE www.alyoe.com
T交易所 technologyhj.com
Gene genepro-ex.com
UARC www.uarci.com
Cypher DApp app.cypherhq.io
BigONE www.bigonetwa.com
P2P www.p2pcoexst.com
IRENA www.zenpixellab.top
春日驚喜好禮 zfdsa.top
Anthropic www.ai889.vip
W-International-Holdings w-international-holdings.com
VirusTotal www.virustotal.com
遠傳電收 fetcssdcg.shop
遠傳電收 fecttwgov.top
遠傳電收 mrqlxpvk.qpon
CoreStates Circle-核芯國度圈 wealthfloakw.com
KERRY EXPRESS嘉里快遞 kerry-tw.top
綠界科技ECPay fb.ecpay-tw02.icu
BAEX www.baextcp.vip
自由職場通 www.ospwke.com
imToken imtoke.bond
Formosa formosasp.shop
real lifestyle www.twspag.top
Pecunia www.pecunian.com
繪畫大公投 ssvhfnefhsn.shop
IC Index www.icglobaldex.com
匯e智能贏家 app.ktyuet.com
錢包-小額 借款借錢 nengeijua.cyou
pellcan宅配通 www.tw-e-canq.cyou
親子愛心企劃專案 www.child-activities.tw
益福基金會 yffund.org
Mechanical Turk mturk.app
Pecuhlan www.pecunien.com
職員專區 hydrogenoe.com
Bitpanda blockpanda.top
Bitpanda mzlmy.rnxll.com/9hMG3NZ/mmjlodvizd
wallet www.wallatpts.com
Data System profitlooakp.com
宏展國際 www.twkhud.com
7-ELEVEN賣貨便 myshipi711-csc-tw.cc
7-ELEVEN賣貨便 m.7-11sevenmyshipii.com
Kamino www.kaminoyqr.com
VIP cfmsvip.com
zamdsshop www.zamdsshop.vip
国家电网有限公司STATE GRID sccopttp718.com
Branchgolds Global www.branchgolds.com
Worldinvest pc.worldofb.com
ETH2.0 ua.eetthh20.co
ForTube www.fortube2.com
00payment 00payment.com
Vaylo venonit.com
Websea hzwebsea.co
BitMart www.bitmart-ce.com
DOGEXT www.dogext.com
Saks Fifth Avenue www.saksfifthavenueidn.vip
MetalForexTrade metalforextrade.com
RaceOption www.raceoptioni.net
WEB3.0 web3.bhpg.xyz
DigiFinex www.dififinex.com
TrustFunds js-fx.com
LADCAS ladcas.com
BP Exchange bpfuelsgo.com
7-ELEVEN賣貨便 myships711.webnode.page
zalondo zalon-dos.com
免費診股 13.45vw36.xyz
人人借 api.thinkmycash.com
BITKUB h5.yspoiqzewe.cc
DEFI WEB3.0 metato-defi.org
XM Global www.ufnwb.top
TRUST www.rawff.com
Jinhe Gridtrading Platform jo.jgp.it.com
lovedefg lovedefg.com
LTB www.ltbltbop.vip
ChargeSPOT chargespot.cc
ZEUS zeuswf.com
TikTok tkshop168.top
POYA www.poyabuyfte.com
BitCealg www.bitcetmax.com
恆泰 www.rtrypj.com
KuCoin www.kucoimeqj.com
Payhawk www.payhawkforextradann.com
BitFinex www.bitfinexappfo.cyou
Catalent TW medicraftprabo.com
同安自營商 www.jiskoix.com
Undefined m.bit-gin.life
後台管理系統 app.btcsbs.com
Vesper www.vesperklgq.com
Amazon aaa.hyllf88888.vip
順鑫國際 app.ertsyu.com
Bitget bitgete-dx.vip
FCAE fcaegroup3.com
Fnxbon Ncen+ www.fnxbonncen.com
AARONS aaronscoin.com
ZZB INVEST zzbinvestment.org
鼎邦行動贏家 www.uateway.com
USDC www.usdcvfx.com
Fire Trading www.h-hope-fire.xin
東森購物 www.todayetmalles.com
Fmali www.fmalivip.cc
Gemini www.geminihge.com
Geneva Node genevanoden.com
AliExpress www.vbifc1.cc
GldxTcdoe www.gldxtcdoe.com
BTSE btse24.cc
長揚 www.zlpwis.com
Grand Swap Ex www.grandswapon.com
華泰 www.sxioms.com
職員專區 hydrogensi.com
AIverseatech aiverseatech.com
Vanguard Invest www.eagleinvestthree.online
KD www.kdingprice.tech
天玉投資 www.xczter.com
MaiCoin www.maicoinmt.com
MetaSafe wealth.synergyten.online
Mltrade www.mltradetpro.com
Morgan EX www.morganexxx.com
MTURK mturk.store
OEXN pc.oexnn.com
智慧能源新世代 stockjumakp.com
Thinkmarkets www.thinkmarketfa.site
TKO www.tkosix.com
光華投資 www.nkhtws.com
XOXOEX xoxoex.com
Fast Remittance www.gfuhudpn.com
HitBTC app.ndd60.site
KDVGU www.pdulos.com
KEN-EX www.ken-ex.com
士鼎創投 www.ptudte.com
Binance www.bbaifina.cyou
Layer3 www.layer3eb.com
黑石（BlackRock） aibuy.life
LAZVIP s.laztw.top
聯歐弘漢 www.lohh.xyz
LIFFE m.liffevip.com
Lista listaex.com
GlobalE www.harrodxf.top
LSE（London Stock Exchange） www.lsepromain.com
百川Plus www.sldlgj.com
CFI m.cf-imarket.com
MarketAxess www.marketaxxesss.com
ICP www.icpkxt.com
MetaMask defiaibot.cc
鉑諾 www.gxcvkb.com
MIVX mivaroexchangen.com
ZBSGT www.zbsgt.com
丁元 app.tusetr.com
NYAXEX www.nyaxex.com
中國石化 u2e4y1g.2gwagfrt.top
OTC osltra.cc
OZON跨境商城 www.ozonshopping.cc
DJI www.twdjiiihk.com
AIMELIKE aimelike.com
PDA www.pdacoin.shop
野崎 www.guqysiyu.top
富邦證券 a.wok999.com
PMP www.pmpxconn.com
順發 www.sunfargroup1.com
Prospero prospers.tw
QSBCoin h5.kkiasycd.cc
碩天 bab07f.ssfqsfvd.com/wl85n7w3
RaceOption wwww.raceoption.net
臺灣ASX交易所 btczs.app
鑫鴻國際 app.knruts.com
澳門銀河 investgold.top
Woif Tnobe Ex www.wojftrcbaeeex.com
SGX 2be-csv.com
BITOM bitomex-tw.pro
SHEIN zh.merchantside.shop
Yei Finance www.yeifinancebfj.com
Shopee蝦皮購物 ey.shopesesse.top
BKMH www.bkmhcc.com
Shopify www.tysfcy.cn
Deareste www.deareste.com
Brezto www.brezto.online
中銀證券 m.zyzxtz.top
弘信國際 www.hxgj.xyz
T4Trade t4trade.tw
伍波比商城 eadestore.one
BitcoinCash bitcoincashe.xin
全飾界 www.decorate-world.com
Teysu www.teysu1788.com
Ant Design Pro stw57.yesssr.com
THG電商 thgplaza.org
百川國際 www.bibc.tw
呈昇 www.jimxcp.com
FXGT m.fxgtpro.cc
GNSE www.gnsei.com
FX-TMO fxmoyg.com
拉格納資本 www.htrdre.com
COINSEE www.ai-coinsee.cc
Gold www.twxauxjps.com
TokenCoin wap.opposewar.cloud
Gunbot www.scggvip-b.com
信宇 app.kghire.com
盈溢證券 horto0.jfbdesa.com/iszu07
T-Pro t-prounx.com
HYMAX（慈情股份有限公司） www.yvsvdd.com
TS PRO ktjpp.ymliaglf.com/eeplcox0
TSDC TECHDATA zxc.helox.top
COOEW cooew.com
Chaseth www.chasethof.com
TWENTG twen.site
T交易所 technologysw.com
犇亞 www.jskhfu.com
ULINK u.ulinkklp.com
Uphold pc.uphooldex.sbs
UTVC www.utvch.com
Gittigidiyor www.gittigidiyorgroup.top
VENTURE venturehg.com
福瑞 www.twedsu.com
臺聯國際 app.ptuedw.com
VT Index www.vtexsglobal.com
CMS招商證券 www.vnpqr.fit
AIBI aibrobot.vip
Wallet www.wallatpqs.com
CoinBasek download.coinbasek.cc/1hy9ug
WealthChange wealthchange.lxsjai.com
EPOCH COIN epochcoindex.online
Wisdomtree coalrock.vip
Ripple www.xrprss.com
Featured Alliance h5.iaooshop.com
士鼎創投 www.twtsds.com
buyippee買+易 www.buyippeei.com
THE WORLD SLOGAN HERE theworda.shop
繪畫大公投 www.nuerst8.top
BTGMEX-授權官方網絡遊戲交易平臺 btgmex.qygcy.top
CMC Index www.cmintopdex.com
愛紅基金會 www.mdfoun01.com
REALVE realveily.com
SHOPBACK www.shopbackmals.com
臺創金融 nsc.temeas.com
SmartWeb3 www.asiachainweb3.life
黑貓宅急便 twcatposn.sbs
FLIX flixsuper.com
hyllf vip.hyllf5588888.vip
Trade Gold www.twxauxjpt.com
FDGNV fdgnv.com
爾豐有限公司  getherphon.com
繪畫大公投 www.mncba.cyou
N numberamn.com
雲頂限購 www.yundingxiangou1.com.tw
Business casosia.com
Venture venturbxb.com
TK-Store katt-shop.sbs
OKDC okdc.online
DSHBUEY dshbuey.com
黑貓宅急便 tw56.t-catkehang.sbs
F8 esite-f8.com
Dex trade-dex.net
Balmy www.balmyggp.com
P2P www.p2pextapp.com
ZEUS zeusapro.com
XOXOEX www.xoxoexe.com
Exchange wbfzdefi.com
CFE US cfe-coin.cc
eseduca es.educa.it.com
Vesper www.vesperklgo.com
TOKENFI tokenfiapp.com
PancakeSwap pcswap.org
AZROLL azroll.com
KnTop kntopnhr.com
hlodasyme hlodasyme.com
新竹物流HCT Logistics tw19-hcttt.pwltw.icu
博凱國際律師事務所 dsghf.com
YGYOUXI遊戲商場-官方遊戲交易平台 ygyouxi.mmhg.xyz
Bet m.bet268.life
myntra www.myntrb.top
Bevbox Mall mall.paiyou8.com
幸運福袋 fds366.top
E empowerde.com
開業驚喜加倍 www.twzfdb.top
UXNC www.uxnci.com
Bitgete bitgete-ve.vip
shopping goodproduccnice.com
澳門巴黎人 m.parisan25.vip
繪畫大公投 www.uniwcswt8.top
職員專區 hydrogensh.com
7-ELEVEN 交貨便 tw-7-eleven-twn.icu
TikTok-Wholesale www.tkmallpee.com
FXTRADING m.fxtradingmain.com
TKO www.tkottn.com
COINCHECK h5.blockchain-coincheck.com
BETWUX betwux.com
gate. io gate.ioslp.com
ZEUS zeushe.com
上海期貨交易所 www.shfehj.vip
職員專區 hydrogenax.com
Datum datum.rdjlo.com
Zoniwom lazentistradiumm.com
寶利國際 www.vlhuifd.icu
Layer3 www.layer3ei.com
臺聯國際 app.pudret.com
TRUST www.dapps-node.top
Wallet www.wallatbqs.com
Fnxbon Nnxm+ fnxboennxem.com
Lavish Trade lavishtradeo.com
BitFinex bitfionex.shop
LSEG m.fcalsegvip.cc
NASDAQ nasdaq-sk.org
碩天 8053b6.aqhdbgbo.com/wl85n7w3
BitCoit www.biticlon.com
台灣職訊網 www.careerinformatio.xyz
能源啟發 futuremakersok.com
Surfshark Dex surfsharkdexovc.com
增懋E先鋒 app.nherus.com
T交易所 technologyasl.com
CAYMAN caymaninv.org
大遠百 www.fedsvip1111.com
Basex www.basex.cc
兆興財富 gyuwbb.com
Rakuten樂天商城 www.viprakutensva.com
MEXC metolaxec.cloud
FXTF（FX Trading） pc.fxtradinglobal.com
Tesla usellhhejebddlzq.com
BigONE www.bigonexyq.top
TK-Store tiktok-app.pics
博智 www.dlskao.com
BingX www.dyzhz.com
DEFI www.defitwsystem.com
TSKF www.tskfa.com
永豐金證券 www.kytudt.com
Morgan EX www.morganex2.com
全方位智能策略 supjou.com
FX fxprofxn404.com
金山德聚 www.gcjkzxf.com
Vesper www.vesperkwjet.com
恆泰證券 www.wuriwhg.com
EXT www.easttoplevel.com
GldxTcdoe www.gldotcdoean.com
善時 www.ewbhds.com
WealthChange weal.jyegt.com
隆利 www.quidsx.com
Xtheta h5.xtheta-xau.com
匯e智能贏家 www.vefwwq.com
P2P www.p2pxsweb.com
UFUEX www.ufuexco.com
VENTURE venturfha.com
能源智慧發展 gridxak.com
夜幕 yemu360.cc
LINK BUY內部商務平台 www.fducm.com
IC Trade www.ictrstglobal.com
Maigoo內部營銷平台 www.xinlikq.com
MarketAxess www.marketaxessen.com
BitWin www.pmpvcon.com
HKDAEX zghk123778ex.com
MarketSphere marktsphere.com
Kceonetengt kceonetengt.com
Yearn www.yearn-coin.org
AIMS m.vipaims-fx.com
BP Exchange bpfuelst.com
Formosa www.formosab.shop
泓策 www.hsvhdk.com
Brainwave Crypto h5.brainwavebwcrypto.org
泉元國際 www.hurdrs.com
MTURK mturk.shop
淘寶 taobaogouwu3288.com
Hscyle www.fscyle.online
Artificial Intelligence artificialtelligenceyso.com
OANDA oandamur.com
OKX okxwd9.com
Onekey Exchange ukducvva.xyz
ZBTCEX www.zbtcexrqq.com
Business csaironline.com
BVI Finance bvifinance.vip
中國航天 d3rvlnfgdn2cew.cloudfront.net
AaelExChange www.aaelex.com
CAVE www.cavemall.website
合佳 app.ltieds.com
PipsMasterPro pipsmasterpr.com
POSE coinposetw.pro
東元國際 app.ntusrt.com
ACE-AI h5.ace-ai.cc
PSDC www.pscudbp.vip
Gate.io gateioovp.com
CDK cdktradingplatforma.com
Resonance walresonancemx.cc
CIC股掌櫃 www.dosnho.com
AliExpress www.aliexprewsale.com
SGRC sgrc.site
AVA www.avatopapp.com
HYMAX（慈情股份有限公司） www.uabdsd.com
匯立 app.hpuesd.com
毅德 ytaxntrmmwvmy.slkmveb.com/0rvzhq
APEX vjasdc.cfd
獎金統計 www.jobsearchbonus.xyz
福匯（FX） 7636-gsa8hzeyhfgwg0a0.a03.azurefd.net
優惠賣場 6833hk.tw
遠通Max www.etontw.com
聯合能源 ueglha.top
歐斯美全球購物 nbmbj562.icu
CoinLink coin-link.cc
Coinme coinme-tw.com
Yei Finance www.yeifinancebff.com
StormGain stormwas.com
Fire Trading www.swbuff-fire.xin
Suntegra qclninvest.com
大連商品交易所（Dalian Commodity） d3ngufagvz5cqh.cloudfront.net
中國石化 hjm6t.bta2pk8e.top
DAISO mk-backstage16.com
TeraVista Ex www.topydgeexx.com
FOMO X Forex Trading www.fomoehgxemn.com
AZ SHOP nonkycvp.com
Fooyo fooyonic.com
Fpmarkets www.fpappmarkts.com
Thinkmarkets www.exthinkmarkets.top
同安自營商 www.urbfvf.com
DC biz.juv81.com
至尊俱樂部 dragon2017.com
Times www.tinvest.life
Alibaba Group www.tmao6917.vip
TKO www.tkothr.com
志得 www.ofiwue.com
DEALBEE www.dealbee.xyz
和元資本 www.bkdosu.com
TMTG www.tmtgda.com
ADSCLOUD www.adscloud-pro.net
BitCoin bitcoin-cash.xin
泓順 www.putswr.com
DHgate www.dhgatetw.com
Dreammallshop dream-mallshop.online
TS PRO qzrcy.rkeflhpl.com/eeplcox0
Gateios app.gatevip.io
eBay app.proofebaymall.top
BitcoinCash bitcoin-cashe.xin
Ebonex www.hnsixr.com
得物 dewupro.com
uForce defisrc.pro
雀巢 www.nestles.vip
E-DIGITS e-digitsw.com
ULINK www.ulinkjgs.com
Undefined m.betgin.click
USDC www.usdcxv.com
華盛基金會 www.zfooun.com
雲頂限購 www.lanecracford.com.tw
